link,number,requirement,addr,time,job_name,duty,type 
http://hr.tencent.com/position_detail.php?id=32593&keywords=&tid=0&lid=0,1,有Unix/Linux操作系统下的C/C++项目的3年以上开发经验；熟悉网络编程；精通TCP/IP协议及编程，熟悉互联网应用协议；熟悉面向对象的大型分布式系统设计与开发;全面的软件知识结构（操作系统、软件工程、设计模式、数据结构、数据库系统、网络安全）；具备良好的分析解决问题能力，能独立承担任务和有系统进度把控能力；责任心强，良好的对外沟通和团队协作能力，主动，好学；有大容量存储系统开发经验、大规模推荐系统开发工作、有互联网广告系统或推荐系统相关的开发经验着优先。,深圳,2017-10-30,23671-高级广告后台工程师（深圳）,负责快报商业化系统的后台开发，参与广告召回、排序、播放等核心模块的研发工作，参与产品架构设计及商业化新产品研发工作，参与大规模推荐系统开发工作。,技术类
http://hr.tencent.com/position_detail.php?id=29027&keywords=&tid=0&lid=0,1,熟悉机器学习理论和技术基础，有自然语言处理、机器学习、数据挖掘相关工作经验；熟悉数据库设计开发，有MySQL或常见NoSQL数据库的应用开发经验熟悉C++/Java/Python等一门或多门编程语言，具备Linux后台开发经验更佳具备对话系统、自动问答、知识图谱工作经验更佳；,深圳,2017-10-30,MIG03-机器学习高级工程师（深圳）,负责知识图谱系统的架构设计以及实现负责知识图谱的知识建设工作，基于互联网海量数据构建知识图谱负责对知识图谱的知识质量进行评估与提升,技术类
http://hr.tencent.com/position_detail.php?id=31360&keywords=&tid=0&lid=0,1,1、大学本科及以上，五年以上网络安全工作经验，有大型互联网企业安全管理经验优先；2、熟悉安全漏洞原理及其防御技术，包括操作系统漏洞、SQL注入、XSS、第三方组件漏洞等；3、具备整体的安全架构设计与安全管理体系设计能力，有识别业务安全短板及确定有效方案的能力；4、熟悉行业标准，及时了解安全技术与理念趋势；5、具备安全项目管理与安全策略推进能力。,深圳,2017-10-30,MIG12-高级网络安全工程师（深圳）,负责MIG业务整体的安全架构指导与安全管理体系规划，降低业务安全风险；负责信息安全相关流程、规范、标准的制定及落地；指导业务安全研发方案选型与安全架构设计；负责安全漏洞、风险的发现、响应修复与拦截机制优化；负责安全项目的管理与推进。,技术类
http://hr.tencent.com/position_detail.php?id=31357&keywords=&tid=0&lid=0,0,岗位要求：熟悉linux开发环境，熟练掌握JAVA/C/C++语言中的一种，熟悉多线程、网络编程；熟悉MySQL以及SQL语言，熟悉NoSQL存储；熟悉常用的数据结构与算法；具有三年以上互联网业务开发经验或大容量网络服务相关经验者优先；具有大数据应用支撑框架（kafka、hadoop、spark等）的深度研发经验者优先；计算机或相关专业本科及以上学历，三年以上相关工作经验；有较强的逻辑思维能力，思想上开放，主动积极有责任感，能够承担工作压力；熟悉无线互联网服务及应用开发者优先。,深圳,2017-10-30,MIG12-Java高级后台开发工程师（深圳）,负责腾讯移动互联网事业群的高性能高可用基础框架和组件的开发；负责互联网+相关业务的开发与运营。,技术类
http://hr.tencent.com/position_detail.php?id=29025&keywords=&tid=0&lid=0,1,本科以上学历，计算机专业，工作3年以上；对机器学习(ML)下深度学习(DL)原理熟悉；自然语音理解(NLP/NLU)，语音识别(ASR)技术产品喜爱，或者有一定语音交互人机界面(VUI)的产品经验。内容服务型平台产品经验为加分项。清晰的逻辑思维，良好的学习能力，团队合作能力，沟通能力佳；新型电子科技产品爱好者，对创新科技产品感兴趣。,深圳,2017-10-30,20718-AI内容产品策划经理（深圳）,负责AI应用产品的策划工作，输出产品文档；组织协调产品从策划思路、结构、流程、规则、交互设计并推动到上线；统筹产品项目进程，并对产品细节和功能进行持续优化和迭代；负责和研发，技术等关键环节对接，并对产品上线负责；负责和合作方讨论合作模式，并推进和落实合作；产品上线后运营的协调、推进，并根据运营情况持续优化产品。,产品/项目类
http://hr.tencent.com/position_detail.php?id=29026&keywords=&tid=0&lid=0,1,本科及以上学历，计算机相关专业；3年以上后台开发工作经验；精通Unix/Linux操作系统，熟悉面向对象开发和设计，基础扎实；精通TCP/IP协议相关知识，精通网络编程，精通HTTP等网络应用协议；熟悉MYSQL或其他大型数据库，有NoSQL数据库应用经验；有C/C++、java、python、shell其中二到三种语言的开发经验；具备良好的学习能力和问题定位和分析能力；具备创新性思维、较强的抗压能力和良好的沟通能力；有机器学习相关开发经验者优先；,深圳,2017-10-30,MIG03-腾讯后台开发工程师（深圳）,负责应用宝后台服务（包括大数据、AI后台等）质量把控相关开发工作：（1）负责后台服务质量管控体系搭建和平台建设；（2）负责后台服务测试相关的自动化实现；（3）对后台现有架构进行梳理和分析，发掘架构存在的问题，推动开发优化，提升可测性；（4）负责推荐相关算法质量评估体系包含推荐算法相关评估测试自动化平台的建设。,技术类
http://hr.tencent.com/position_detail.php?id=31257&keywords=&tid=0&lid=0,1,1、本科及以上学历，应用数学、计算机、信息管理等相关专业优先；2、需具备良好的数据敏感度，敏锐的捕获数据的价值，策划对业务上下游有价值的数据产品3、执行力强，高效完成跨团队协作，善于沟通具备卓越的沟通和学习能力4、熟悉用户画像产品的相关应用场景,北京,2017-10-30,22090-天天快报-画像产品经理（北京）,1、了解行业发展趋势，与业务需求相结合抽象用户大数据在应用服务侧、商业化数据服务侧的画像需求；2、搭建用户画像体系，包括兴趣挖掘，用户标签体系建设，典型用户特征识别等；3、对数据进行整合梳理，分析数据内在关联性，挖掘数据内在价值；4、基于数据资源，配合业务需求，给予数据支持，提供各类数据服务；,产品/项目类
http://hr.tencent.com/position_detail.php?id=29552&keywords=&tid=0&lid=0,1,3年以上游戏相关工作经验；具有高度的审美水平及创新力，对日韩风格表现比较了解；对休闲类游戏制作有饱满热情与独到见解；工作态度严谨负责，有团队协作精神和沟通阐述能力。,深圳,2017-10-30,18797-游戏2D原画（深圳）,负责对角色原画进行动作设计，并负责对角色原画进行特效表现设计；负责场景原画设定；包括对原画外包资源制作进行审核修改，统一风格，提高成品输出品质和还原度。,设计类
http://hr.tencent.com/position_detail.php?id=32591&keywords=&tid=0&lid=0,1,具有扎实的自然语言处理/机器学习/数据挖掘算法功底；有3年以上计算广告、搜索引擎、推荐系统、深度学习相关技术经验者优先；有大规模推荐系统开发经验者优先；熟练使用 C/C++ || Python || Java || Scala 进行海量数据处理，熟悉 Hadoop || Storm || Spark；具备良好的问题分析与解决能力，善于沟通，工作积极主动，责任心强，具备良好的团队协作能力。,深圳,2017-10-30,23671-高级广告算法工程师 （深圳）,负责快报商业化算法策略研究、设计与实现，包括以下一项或多项工作：大规模并行机器学习系统建设；广告点击率预估；广告转化率预估；用户画像挖掘；广告定向技术；广告排序算法；广告NLP语义特征挖掘；图像&&视频特征挖掘。,技术类
http://hr.tencent.com/position_detail.php?id=25619&keywords=&tid=0&lid=0,2,计算机本科及以上相关专业3年以上工作经验，有后台中间件测试经验者优先考虑；熟练掌握C/C++/Java等至少一种编程语言，对PHP/Python/Shell/Perl等至少一门脚本语言有丰富实践经历；对云服务、分布式计算、大数据处理等有深刻架构理解和测试经验；对Linux/Unix操作系统、TCP/IP网络协议、NoSQL等都有比较深入的理解和实践经验；具备自动化测试经验，深刻理解自动化平台和持续集成体系建设者优先；有丰富性能、协议或白盒测试经验者优先；具备良好的团队合作精神，善于协调沟通，具备较高的问题推动解决能力；有不错的工作抗压能力，富有激情，责任心强，做事客观公正。,深圳,2017-10-30,SNG07-云测试高级工程师（深圳）,负责腾讯云平台产品的测试工作，参与需求分析、设计评审，制定测试计划，设计和执行测试用例，进行缺陷跟踪和软件质量分析，保障和提升软件质量；对云平台产品进行自动化测试以及必要的测试工具开发。,技术类
http://hr.tencent.com/position_detail.php?id=31316&keywords=&tid=0&lid=0,2,开发出身，或者测试开发出身，有2年以上软件行业或者互联网行业经验；至少熟悉以下一种语言：C/C++、Object-C，或Java；解IOS或Android平台的相关技术，具备移动终端平台应用或游戏的测试经验；熟悉项目开发及测试流程，熟练掌握用例设计的各类方法和技巧；熟悉至少一门脚本语言，有自动化或者其他测试辅助脚本的编写经验；对服务器端性能、前台性能、协议、安全等至少一类专项测试有了解和应用经验；能基于代码层面理解程序实现，进行测试设计、影响面分析和问题跟进者尤佳。,深圳,2017-10-30,15851-移动游戏专项技术测试（深圳）,负责移动游戏产品的测试工作，涉及功能、性能、自动化、代码质量等各纬度；优化、提高团队的测试效率和输出质量，发现团队、项目问题并予以改善；挖掘新的测试方法，从各纬度拓展测试深度。,技术类
http://hr.tencent.com/position_detail.php?id=28239&keywords=&tid=0&lid=0,3,"计算机、通信相关专业本科以上学历;5年以上linux服务器端软件开发经验;编程基本功扎实,精通C/C++,熟悉面向对象技术,设计模式;精通TCP/IP协议相关知识及网络编程;精通Unix/Linux环境和系统编程，熟悉服务器编程模型；精通mysql数据库及相关编程;善于沟通及主动思考总结,倡导创新与持续优化,思路周密,代码严谨,对待技术有强烈兴趣;有良好的团队合作及抗压能力,有强烈的主人翁意识推进事务进展;具备一定架构能力,有大容量、高性能、分布式系统的设计开发经验优先;具备金融类理财、证券、期货、国际金融等系统知识及研发经验优先；",深圳,2017-10-30,18428-腾讯金融业务高级研发工程师(深圳),"负责腾讯财付通互联网金融领域相关创新产品研发;参与理财类和支付类软件架构设计工作;参与模块设计开发,WEB端开发,业务逻辑开发等工作；参与相关子系统及业务流程优化重构,研发过程优化工作;",技术类
http://hr.tencent.com/position_detail.php?id=31913&keywords=&tid=0&lid=0,1,本科及以上学历，有较强的逻辑思维能力；有3年以上网络游戏工作经验，1年以上版本模块工作经验，熟悉游戏开发或运营流程，能独立规划和协调各个模块成员的开发工作；具备较强的抗压能力，责任心以及沟通能力强，团队合作意识佳；积极主动，团队合作意识强，善于沟通及表达，能承担较强工作压力；有MOBA游戏运营经验者优先。,深圳,2017-10-30,19881-海外游戏版本管理（深圳）,负责产品运营期的版本管理工作，保证版本稳定性；跟进版本测试、版本部署、版本发布等版本流程各环节工作；负责日常外网问题反馈接受和处理，推动版本质量及内容优化；负责跟进开发排期，推进研发按时按质完成版本内容、tlog、运营功能开发工作；负责游戏环境、游戏生态维护及舆情监控相关工作。,产品/项目类
http://hr.tencent.com/position_detail.php?id=25774&keywords=&tid=0&lid=0,1,1、5年及以上互联网行业经验，做过工具型产品或内容工具型社区的经验，有过内容运营及策划成功经验的候选人优先考虑。2、具备较强的运营能力的同时需要具备较好的策划输出能力，包括需求文档、UE能够独立撰写并输出，并且需要具备较强的推动能力，推动相关需求的落地。3、思维敏捷，对行业和用户具有极强的洞察力，良好的抗压和团队协作能力，表达清晰，勤奋自驱，责任心强。,深圳,2017-10-30,MIG09-浏览器社区高级内容运营经理,负责浏览器移动社区创新性内容形式的运营策划，通过各种内容形式的玩法创新和用户需求挖掘，寻求更多的社区模式机会。,产品/项目类
http://hr.tencent.com/position_detail.php?id=29572&keywords=&tid=0&lid=0,1,大学本科及以上学历；5年以上在电视台、视频网站、制作公司，节目制作及制片人工作经验；能够把握一档节目的整案策划运营，有一定的团队管理经验；热爱互联网，熟悉网络视频行业，熟悉电视节目制作流程；善于沟通，爱岗敬业，具备良好的沟通能力；拥有国内外节目制作资源（主持人、节目公司、后期公司）及人脉；具备访谈类、综艺类节目制作经验，有成功节目案例，有大型综艺节目制作经验者优先。,北京,2017-10-30,20772-自制综艺节目制片人（北京）,负责腾讯视频原创节目的策划制作：包括前期策划、制作及上线推广等；控制节目制作成本，流程、进度、商业执行，并确保节目质量；根据节目运营情况，进行综合分析，及时调整节目制作策略；研究节目模式，不断推陈出新，开发具有网络属性的节目。,产品/项目类
http://hr.tencent.com/position_detail.php?id=30157&keywords=&tid=0&lid=0,1,1、数学功底扎实，数据分析能力强；2、2年及以上行业相关工作经验、喜爱游戏及游戏相关产品运营经验者优先；3、有独立策划及运营互联网产品运营经验，掌握产品运营的基本规律和方法；4、执行力强，思维活跃，诚实，有上进心，责任心强，良好的沟通能力和团队合作精神。,深圳,2017-10-30,XN-竞猜产品策划经理,岗位职责：负责电子竞技竞猜产品策划，具体包括：1、制定阶段性产品运营策略以及方案落地执行；2、负责电子竞技竞猜产品用户行为分析，通过数据分析发现产品问题，挖掘用户需求；3、负责电子竞技竞猜产品日常运营，包括拉新、留存、沉默激活等。4、负责内外部资源协调及LOL等对外合作项目跟进。,产品/项目类
http://hr.tencent.com/position_detail.php?id=27904&keywords=&tid=0&lid=0,1,1. 计算机或相关专业本科及以上学历，5年以上工作经验（3 年以上自然语言处理工作），具备丰富的机器学习算法实践经验；2. 熟悉 C++、java、scala、python 等一门或多门编程语言；3. 要求有 机器学习/数据挖掘/信息检索/深度学习/神经网络 实践经验；4. 有智能助手、对话系统建设经验者优先；5. 良好的逻辑思维能力和数据敏感度，能从海量数据中发现有价值的规律；6. 能够阅读英文技术文档和论文，具有良好的自学能力；7. 有很强的技术选型及规划能力、较好的沟通能力、积极主动，愿意接受挑战，抗压能力好。,深圳,2017-10-30,MIG09-QQ浏览器搜索算法专家,1. 负责 query 分析，包括不限于分类、合并、关键词提取、歧义消解、同义词库、相关词库建设；2. 负责语义理解能力的建设，识别用户 query 背后的意图并给出 query 与 doc/资源的语义相关性计算；3. 联想词能力建设；4. 使用 CNN、DNN 等业界新方法提升现有 NLP 相关能力；5. 负责相关人才培养,技术类
http://hr.tencent.com/position_detail.php?id=33792&keywords=&tid=0&lid=0,1,大学本科及以上学历；三年及以上秘书相关工作经验，外语能力强者优先考虑；工作及时高效，抗压性强，具备较好的时间管理意识；工作例行化程度高，做事清晰有条理，善于总结陈述，具有全局观及项目预见性、前瞻意识；具备优秀的服务意识、高度责任感及团队合作精神，能够与上级、员工保持良好的工作关系，进行有效的沟通；熟练运用各种日常办公软件及办公设备，能独立组织大型团队活动并有创新意识；热情开朗，有良好的情绪管理能力，为人正直，处事公正，亲和力好，形象气质佳。,北京,2017-10-30,OMG093-文员秘书(北京）,支持上级工作，协助上级做好部门管理及团队融合；担任部门内各项行政人事工作接口人，包括人事、采购、考勤、资产、费用、合同、文档、书籍、资料管理等，统筹管理相关事务，优化工作流程等；及时传达公司下发的相关规定，并协助执行；协助制定并实施部门的管理规章制度及各项流程；组织活动和文化落地，活跃部门组织氛围。,职能类
http://hr.tencent.com/position_detail.php?id=30147&keywords=&tid=0&lid=0,1,本科及以上学历，3年以上游戏运营经验，能安排好游戏资源的释放及日常活动的节奏；热爱游戏，有丰富的游戏经历，对休闲类游戏有一定的分析和理解；对游戏商业化系统能够进行拆解；具备优秀的沟通协调能力、抗压能力，有责任心。,上海,2017-10-30,15573-手游运营策划（上海）,负责游戏日常运营活动规划和跟进；根据项目运营节点及用户行为，策划拉新、留存、回流运营方案，根据产品线上反馈及数据提炼进行运营方案调整及运营活动效果评估。,产品/项目类
http://hr.tencent.com/position_detail.php?id=31355&keywords=&tid=0&lid=0,2,大学本科以上学历；3年以上前端开发经验，有完整的前端项目经验；精通HTML、CSS和JavaScript，具备一定框架设计能力；对JavaScript性能、多浏览器兼容性、面对组件开发有独到的解决方案；精通对象模型，熟悉JQuery、RequireJS、Backbone等常用框架；了解/熟悉XML/XSLT/SVG等技术，掌握LESS/SASS/CoffeeScript则更好；深刻理解HTTP协议及W3C Web标准，对可用性、可访问性等相关知识有实际的了解和实践经验；良好的编码习惯、沟通协作能力和学习能力。,深圳,2017-10-30,SA-腾讯社交广告web前端高级开发工程师（深圳）,负责广告Web前端产品的设计和开发；参与系统的需求分析、设计、编码等开发工作；负责已有系统的运营、维护和优化工作。,技术类
http://hr.tencent.com/position_detail.php?id=29032&keywords=&tid=0&lid=0,1,本科及以上学历；3年以上游戏开发经验， 1年以上手机游戏U3D开发经验；精通c++及C#、了解常用的脚本语言；熟悉网络协议；具备优秀的学习能力；热爱游戏，热爱游戏事业，态度积极和善，团队协作沟通能力强，责任心强；精通unity引擎者优先；精通android和ios系统者优先；拥有完整的手游开发经验优先。,深圳,2017-10-30,19867-U3D客户端开发工程师（深圳）,负责unity游戏核心模块设计和开发工作；负责UI的框架设计和开发、维护；负责客户端性能优化和体验优化；负责手游研发工具的开发和维护。,技术类
http://hr.tencent.com/position_detail.php?id=28896&keywords=&tid=0&lid=0,1,1、3年及以上产品运营工作经验，对游戏行业相关工作从业经验者优先；2、对游戏有一定的理解，善于洞察用户需求，捕捉市场趋势变化3、具备过硬的数据分析能力，能够透过表象挖掘本质问题，并提出有效分析建议；5、逻辑思维能力与表达能力强，能够清晰有效的表达设计目标和思路，具备高效推动项目策划与实施的能力；6、工作主动积极进取，团队合作精神良好，抗压能力强，执行力强；7、本科及以上学历。,深圳,2017-10-30,HY2-产品运营经理（深圳）,1、分析产品的用户需求、跟踪用户属性及行为变化，结合用户需求及市场变化制定用户运营规划与运营策略；2、负责跟进产品运营工作的落地实施，监控并保障产品的正常运作；3、联合数据挖掘、用户研究、市场研究等协作团队资源，建立用户分析与预测模型，精准定位用户、市场，洞察用户需求变化，推演产品发展趋势；4、负责各类产品营销活动的内容策划、开发的执行，并能通过分析对活动进行调优提升活动效果；5、针对各项运营数据进行分析，定期输出分析报告并针对存在的问题采取优化解决方案。,产品/项目类
http://hr.tencent.com/position_detail.php?id=28171&keywords=&tid=0&lid=0,1,本科以上学历，计算机软件或相关专业；3年及以上开发工作经验；软件知识结构全面，基础扎实，精通常用数据结构与算法；熟悉linux操作系统，了解Shell，能熟练使用linux系统下的PHP或C、C++进行编程；熟悉MYSQL或其他大型数据库，能够快速根据需求完成高性能数据库设计，有网络系统的开发经验；熟悉HTML/JS/CSS等技术，熟悉面向对象开发技术，具有互联网大型Web业务开发经验者优先；高度的责任心、出色的技术学习能力，良好的沟通技巧和团队合作精神;,深圳,2017-10-30,HY2-运营开发高级工程师（深圳）,负责营销相关平台的开发；,技术类
http://hr.tencent.com/position_detail.php?id=27555&keywords=&tid=0&lid=0,1,1、本科及以上学历，3年以上相关工作经验；2、精通Linux系统，windows系统管理，对服务器硬件知识有一定的了解，能够对相关服务性能调优、定位故障并处理 ；3、精通至少一种脚本语言(Shell、Perl、Python皆可) ，擅长go语言编程者更佳；4、熟悉Vtune，perf，strace，systemtap，dtrace等性能定位分析工具；5、具备较强的沟通能力和团队合作精神，高度的责任心，能够胜任7*24小时故障响应及处理；6、具备LINUX内核开发、Cgroup和XEN等虚拟化技术相关工作经验者优先；7、对开源技术具有浓厚的兴趣，向开源社区贡献过代码者优先；8、具备一定的项目管理经验者优先。,深圳,2017-10-30,HY2-高级系统工程师（深圳）,1、负责海量服务器基础环境的管理维护，为游戏业务提供稳定高效的基础系统环境；2、负责跟进解决linux，windows操作系统的疑难问题，形成方法论，提升团队技术能力；3、负责Docker容器集群（Docker，kubernetes，registry，ceph等）系统的运维优化，解决业务接入过程的需求和疑难问题，并推进落地；4、负责服务器trouble shooting，performance shooting工具以及运维平台的建设和优化工作；5、负责游戏业务日常运营中基础环境相关问题和需求的跟进，提供技术解决方案。,技术类
http://hr.tencent.com/position_detail.php?id=30509&keywords=&tid=0&lid=0,1,"3年以上数据挖掘、机器学习相关工作经验，有深度学习，增强学习和机器人控制算法相关经验者优先有游戏从业经验，尤其是游戏研发经验者优先熟悉python/C++/scala/SQL/R，有大数据计算框架如hadoop,spark开发经验者优先计算机、统计或相关领域硕士或博士学位",深圳,2017-10-30,HY2-游戏AI高级算法工程师（深圳）,1. 基于海量游戏数据，设计和优化游戏AI表现2. 开发适合在游戏AI中应用的机器学习和数据挖掘算法3. 负责游戏AI开发设计相关的分享和培训课程,技术类
http://hr.tencent.com/position_detail.php?id=26994&keywords=&tid=0&lid=0,0,本科及以上学历；三年以上游戏相关开发经验；精通C++，熟悉移动平台（iOS、Android）相关技术；有优秀的学习能力，善于沟通，热爱游戏事业；有网络游戏或者移动平台游戏完整研发经验者。,上海,2017-10-30,15573-手游客户端开发工程师（上海）,研发跨平台（iOS和Android）精品移动终端网络游戏产品。工作包括但不限于技术设计、开发编码和各类协作：实现新特性，改善易用性，提高研发效率；持续优化性能、表现和兼容性；与游戏服务器，运营，平台等功能模块做开发对接联调；优化工作流程，优化编辑器等开发工具；以改善游戏体验为核心共同目标，与美术和策划无间协作。,技术类
http://hr.tencent.com/position_detail.php?id=31801&keywords=&tid=0&lid=0,2,精通JavaScript，及其他前端技术HTML5、Ajax、Json、XHTML、CSS等，对Web标准有深入理解，和技术底层原理、浏览器机制的理解；具备丰富的移动端Web开发经验，对设备适配、webview原理、性能调优有深刻理解和实战经验，有良好的可用性、可靠性的设计意识和实战经验；对HTML5技术领域、新兴Web标准和Web发展趋势有良好洞察力和极高的关注度，有强烈的求知欲；对任意一门非Web前端脚本的语言（如Java、PHP、C、Python ）有一定的了解程度；有Android、iOS开发经验者优先；有Unity 3D、Cocos2D经验者优先；具有产品思维，独立思考，善于站在用户角度，用技术力量帮助用户实现价值。,深圳,2017-10-30,HY2-前端开发工程师（深圳）,利用JS、HTML5相关技术进行移动平台的web开发。移动Web框架搭建及技术解决方案的设计。持续的优化页面响应速度、证兼容性和执行效率等前端体验。,技术类
http://hr.tencent.com/position_detail.php?id=30154&keywords=&tid=0&lid=0,2,本科以上学历，有3年以上软件测试经验，有游戏测试经验者优先，具有快速熟悉业务流程和优化，并建立完善质量体系的能力；有过带领团队独立完成项目测试工作，做好工作中的问题挖掘和改善，带领团队提升业务熟悉度和技术能力的提升的经验；具备团队组建、团队人才培养、团队梯队建设和团队发展的经验，能够很好的进行团队内外的沟通和团队绩效提升；优秀的执行力和抗压能力，热爱游戏测试，乐于主动反馈和积极思考；熟悉至少一门开发或者脚本语言，C++、C、C#、java、php、python优先；熟悉主流操作系统原理（windows、linux、android、ios）、网络协议等，有过前后端性能、安全、兼容等测试经验。,上海,2017-10-30,HY1-游戏测试经理（上海）,带领团队独立完成项目测试，组织团队完成项目的品质管理工作；维持和提升测试团队与项目组各职能团队之间的良好沟通渠道；优化、提高团队的测试效率和输出质量，发现团队、项目问题予以改善；汇报项目研发和运营状态；承担外网游戏品质责任，关注项目业绩。,技术类
http://hr.tencent.com/position_detail.php?id=26213&keywords=&tid=0&lid=0,1,大学本科以上学历，计算机相关专业出身，具有2年以上互联网或IT公司的技术运营工作经验；有运维工作背景，了解并具备DevOps能力，有使用Python/PHP等编程语言开发过运营支撑系统的经验更佳；熟练使用Office、Axure、PhotoShop等相关软件，且有较深厚的产品文档撰写功底和交互设计能力，以及产品的包装能力；思维敏捷，有较强的行业敏感度，知识面广，对运维技术行业的动态和趋势有充分了解；擅长对用户及企业需求的产品理解和表达，有较强的数据和用户行为分析能力；较强的沟通、执行力和跨部门协作的能力，富有创新精神，注重团队协作意识；具有独特的创造性思维和较强的业务规划能力，并能承受一定的工作抗压能力。,深圳,2017-10-30,HY2-运营产品策划（深圳）,负责腾讯蓝鲸基础运维平台、运营SaaS应用等产品的产品策划工作（包括并不仅限于CMDB/作业平台/监控系统/Docker等相关运维产品）；通过对项目的跟进、用户调研等方式明确了解客户的需求；主导后台产品的设计工作，协调组织各方资源，保证产品的实现和交付；配合部分售前/售后、产品/活动运营等工作，对产品规模增长负责。,技术类
http://hr.tencent.com/position_detail.php?id=30129&keywords=&tid=0&lid=0,1,本科及以上学历，2年以上游戏行业市场、渠道工作经验；良好的沟通能力和沟通技巧，能灵活面对公司内外的各项合作事务；有敏锐的市场触觉，掌握一定的用户研究方法；较强的逻辑思维能力和写总结沉淀能力；工作态度认真负责，具有良好的学习能力，抗压能力强，团队合作意识强；对移动游戏有强烈的热情，熟悉moba游戏优先考虑。,深圳,2017-10-30,19881-《王者荣耀》平台渠道运营（深圳）,负责辅助《王者荣耀》进行渠道及市场规划和内外部合作沟通，对分解计划的实施做日常监控；与各平台渠道对接，并落实平台工作执行；策划内外部合作内容与跟进执行落地；能根据项目特色与内部更多平台进行合作构思活动并跟进执行，对活动效果进行分析，并能利用平台资源优化提升活动效果；关注用户需求细节，运用一定的用户研究方法对用户需求进行提炼；运用数据分析工具对内外部合作效果进行监控。,产品/项目类
http://hr.tencent.com/position_detail.php?id=31281&keywords=&tid=0&lid=0,1,本科及以上学历，计算机相关专业；具备3年以上Java语言进行网站开发的经验，具备数据统计，数据挖掘基本能力；熟悉至少一种linux下的脚本语言，掌握PHP语言；对面向对象和J2EE有较清晰的认识，熟悉主流Java Web框架，熟悉各种常用设计模式；精通常用网络协议TCP/IP协议，Http协议等；熟悉Mysql/Oracle等数据库管理、开发、SQL调优；具备良好的分析解决问题能力，能独立承担任务和有系统进度把控能力；责任心强，良好的对外沟通和团队协作能力，主动、好学；具有大型互联网应用开发或大型J2EE项目经验者优先。,深圳,2017-10-30,MIG07-腾爱医疗运营开发工程师（深圳）,负责糖大夫和腾爱医生后台业务的开发与运营工作；负责各类运营系统开发；保障后台系统的稳定运营。,技术类
http://hr.tencent.com/position_detail.php?id=32608&keywords=&tid=0&lid=0,1,1、3年或3年以上的大数据开发经验2、熟练掌握分布式计算原理，熟练使用Spark，Hadoop，Hive等分布式系统。研究过Spark核心原理的优先3、熟练掌握MySql或者postgressql等数据库使用及调优，熟练使用SQL4、精通至少一门编程语言，python，java，scala5、有数据建模，数据分析经验者优先,深圳,2017-10-30,HY2-大数据开发工程师（深圳）,负责游戏业务监控系统大数据开发工作,技术类
http://hr.tencent.com/position_detail.php?id=32606&keywords=&tid=0&lid=0,1,本科或以上学历，3年或以上相关工作经验；熟悉常见安全攻防对抗手段，有实际的WEB渗透测试及安全防护经验；熟悉常用网络安全扫描工具的使用；了解常见安全漏洞及技术原理；了解行业主流的安全标准、安全模型、安全解决方案、安全体系建设类知识；较强的沟通协调能力。,深圳,2017-10-30,HY2-高级安全运营工程师（深圳）,负责游戏类运维安全工作；安全运营体系建设，包括安全策略规划及实施，完善安全规范、事件处理流程及工具等；各类安全事件的主导跟进，包括Web漏洞处理、DDOS防御，及其他安全加固措施实施；关键业务架构的安全设计评估，及重要WEB系统渗透测试。,技术类
http://hr.tencent.com/position_detail.php?id=33043&keywords=&tid=0&lid=0,1,"大学本科及以上学历，3年以上工作经验，1年以上活动策划和落地经验，且对线下活动的线上呈现有一定的思考，曾独立策划或者统筹线上直播/网综节目者优先；思维活跃，有创新意识，具备较好的创意及策划能力，熟悉专业领域内新技术及新创意，对国内外行业趋势及动态有较高敏感度及洞察；对互联网有一定了解，了解或热爱游戏；具有互联网行业背景者优先；拥有良好的沟通及表达能力（书面及口头表达能力强），拥有使命必达的精神，抗压能力强，能适应出差；积极主动，快速响应，能灵活解决突发问题，确保项目按照计划顺利推进；熟练运用 PowerPoint, Excel 等各类办公软件。",深圳,2017-10-30,HY2-玩家线下活动产品运营（深圳）,负责腾讯游戏玩家的线下社交需求挖掘，并结合品牌诉求，规划玩家线下活动权益；负责线下活动的流程、进度、团队等资源的管理和协调，与内部团队高效配合，并统筹协调外部供应商团队，推动活动策划、线上呈现和线下落地，为完成度和效果负责；高效推进项目执行，跟踪分析活动的实时效果，及时沉淀方法论，适时优化调整，打造良好的活动体验。,产品/项目类
http://hr.tencent.com/position_detail.php?id=30127&keywords=&tid=0&lid=0,1,本科及以上学历；2年及以上网络游戏行业运营相关工作经验，有移动游戏活动运营经验者优先；具备良好的学习能力、抗压能力，以及优秀的团队沟通和执行能力 ；热爱游戏，对各类型游戏的活动设计均有了解，熟悉MOBA类游戏活动思路，有丰富的MOBA类游戏体验经验者优先；思维开阔，对数据敏感，有风险意识，能及时发现运营中问题并提供可执行方案，逻辑思维能力和规划总结沉淀能力较强。,深圳,2017-10-30,19881-《王者荣耀》活动运营(深圳),负责《王者荣耀》游戏内的活动设计，熟悉moba手游的运营节奏，能根据活跃、留存等运营指标，针对性完成活动规划并推进相关工作，确保产品活跃数据稳定；根据活跃目标，推动组内其他职能模块进行活动配合；对《王者荣耀》渠道、市场、社区的活动形式等进行把控和支持；对活动效果进行分析，通过运营手段优化提升活动效果。,产品/项目类
